Genero	CRC25_kraken	CRC24_kraken	CRC09_kraken	CRC21_kraken	CRC22_kraken	CRC20_kraken	CRC04_kraken	CRC03_kraken	CRC02_kraken	CRC01_kraken	CRC18_kraken	CRC16_kraken	CRC32_kraken	CRC33_kraken	CRC06_kraken	CRC10_kraken	CRC05_kraken	CRC27_kraken	CRC13_kraken	CRC15_kraken	CRC11_kraken	CRC12_kraken	CRC07_kraken	CRC08_kraken	CRC28_kraken	CRC17_kraken	CRC30_kraken	CRC31_kraken	CRC19_kraken	CRC34_kraken	CRC26_kraken	CRC29_kraken	CRC23_kraken
Rubrobacter	0	2.89E-06	8.90E-07	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	5.98E-06	0	0	2.27E-06	1.22E-05	0	6.04E-06	0	0	4.46E-06	1.38E-06	1.66E-06	0	0	0	0	3.89E-06
Acanthopleuribacter	0	2.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31E-06	6.04E-06	7.79E-06	0	0	0	0	0	6.52E-06	0	0	0
Pirellula	0	2.89E-06	8.90E-07	4.75E-06	0	2.31E-06	1.11E-05	2.37E-05	3.21E-06	1.55E-05	1.05E-05	0	0	3.44E-06	9.80E-06	5.74E-06	5.98E-06	3.53E-06	4.15E-05	4.54E-06	2.43E-05	4.15E-06	6.04E-06	0	4.03E-06	2.23E-05	1.38E-06	4.99E-06	0	0	3.55E-06	2.49E-05	0
Cephaloticoccus	0	2.89E-06	0	0	0	9.22E-05	1.11E-05	7.89E-06	6.42E-06	1.55E-05	0	0	9.22E-07	1.03E-05	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	2.76E-06	0	1.71E-05	0	0	0	3.89E-06
Brachyspira	0	2.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	6.04E-06	0	0	0	0	1.66E-06	0	0.003610579	0	0	0
CandidatusLatescibacter	0	2.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Deinococcus	0	2.89E-06	0	4.75E-06	5.46E-06	0	0	7.89E-06	0	1.55E-05	5.23E-06	0	9.22E-07	3.44E-06	9.80E-06	5.74E-06	1.20E-05	0	0	4.54E-06	1.22E-05	0	0	0	0	1.34E-05	0	1.66E-06	0	1.96E-05	7.10E-06	2.49E-05	3.89E-06
Thermus	0	2.89E-06	2.67E-06	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	1.22E-05	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
LNRA2-18	0	2.89E-06	8.90E-07	0	5.46E-06	0	5.55E-06	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	3.33E-06	0	0	3.55E-06	0	3.89E-06
SM23-31	0	5.78E-06	0	0	0	0	1.11E-05	0	0	0	0	0	0	0	0	0	5.98E-06	3.53E-06	0	0	0	4.15E-06	1.21E-05	3.90E-06	0	0	1.38E-06	0	0	0	0	0	0
Halocella	0	2.89E-06	0	0	0	0	0	0	0	3.10E-05	0	0	0	0	0	0	0	0	8.29E-06	0	1.22E-05	0	0	0	0	4.46E-06	0	1.66E-06	0	0	0	0	0
Mesoaciditoga	0	2.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoflexibacter	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Leadbetterella	0	0	3.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-06
Larkinella	0	0	3.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	4.14E-06	0	0	0	0	0	0
Flectobacillus	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Fibrella	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Algoriphagus	0	0	2.67E-06	0	0	4.61E-06	0	0	1.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	6.04E-06	0	0	0	1.38E-06	3.33E-06	0	0.000156415	3.55E-06	0	0
Echinicola	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adhaeribacter	0	0	1.78E-06	0	0	0	0	0	0	0	0	3.54E-06	9.22E-07	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0
Pontibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	4.15E-06	0	7.79E-06	0	0	1.38E-06	0	0	0	0	1.25E-05	0
Limibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Luteivirga	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodocytophaga	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robiginitalea	0	0	3.47E-05	0	0	4.61E-06	0	0	6.42E-06	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	4.15E-06	0	3.90E-06	0	0	1.38E-06	0	0	0	0	0	0
Muricauda	0	0	8.01E-06	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	1.22E-05	4.15E-06	0	0	0	0	1.38E-06	1.66E-06	0	6.52E-06	0	1.25E-05	0
Pseudofulvibacter	0	0	4.45E-06	4.75E-06	5.46E-06	4.61E-06	0	1.58E-05	1.93E-05	0	0	7.09E-06	1.84E-06	0	9.80E-06	1.15E-05	5.98E-06	0	3.32E-05	2.27E-06	4.86E-05	1.66E-05	0	0	0	0	4.14E-06	0	0	1.30E-05	1.07E-05	1.25E-05	7.79E-06
Maritimimonas	0	0	3.56E-06	0	0	2.31E-06	5.55E-06	7.89E-06	0	0	0	0	0	3.44E-06	0	0	5.98E-06	0	0	0	0	4.15E-06	0	0	0	4.46E-06	2.76E-06	0	0	0	3.55E-06	0	0
Polaribacter	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	3.89E-06
Nonlabens	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacinutrix	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jejudonia	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulophaga	0	0	8.90E-07	0	0	0	5.55E-06	1.58E-05	0	0	0	0	0	0	0	0	0	0	1.66E-05	0	2.43E-05	0	6.04E-06	0	0	0	0	1.66E-06	0	0	0	0	0
CandidatusUzinura	0	0	4.45E-06	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	5.98E-06	0	0	0	0	4.15E-06	0	0	0	0	1.38E-06	0	0	0	3.55E-06	0	0
Schleiferia	0	0	8.90E-07	0	5.46E-06	2.31E-06	0	0	9.63E-06	0	0	0	0	0	0	0	0	7.05E-06	0	0	0	0	6.04E-06	0	2.01E-06	0	0	1.66E-06	0	6.52E-06	3.55E-06	0	3.89E-06
PrevotellaceaeGa6A1group	0	0	0.000129988	0	0	2.31E-06	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	0	0	0	2.95E-05	0	0	0	7.79E-06	0	0	0.000119942	3.33E-06	0	4.56E-05	0	0	0
Prevotella6	0	0	0.000126427	0	0	4.61E-06	0	0	3.21E-06	0	0	3.54E-06	0	3.44E-06	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.10E-05	8.31E-06	0	1.30E-05	0	0	0
Muribaculum	0	0	1.16E-05	0	0	2.31E-06	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	6.80E-06	0	4.15E-06	0	0	0	0	1.79E-05	4.99E-06	0	6.52E-06	0	0	0
Proteiniphilum	0	0	5.88E-05	0	0	2.07E-05	5.55E-06	0	3.21E-05	0	0	7.09E-06	1.84E-06	3.44E-06	0	0	2.99E-05	3.53E-06	0	3.40E-05	1.22E-05	2.49E-05	0	1.17E-05	0	0	4.83E-05	9.98E-06	0	1.96E-05	3.55E-06	1.25E-05	3.89E-06
Fermentimonas	0	0	2.94E-05	0	0	0	0	7.89E-06	3.21E-06	0	5.23E-06	0	0	0	0	0	0	0	0	1.13E-05	0	8.31E-06	6.04E-06	3.90E-06	0	0	1.10E-05	3.33E-06	0	1.30E-05	0	0	7.79E-06
Petrimonas	0	0	3.56E-06	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	2.76E-06	0	0	6.52E-06	0	0	0
Bact-08	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hoa5-07d05gutgroup	0	0	1.78E-06	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
CandidatusVestibaculum	0	0	1.96E-05	0	0	9.22E-06	5.55E-06	0	0	0	0	0	0	0	4.90E-06	0	5.98E-06	0	0	1.81E-05	0	0	0	0	0	4.46E-06	2.07E-05	1.83E-05	0	0	0	0	0
Macellibacteroides	0	0	1.96E-05	0	0	6.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	3.90E-06	0	4.46E-06	2.62E-05	0	0	0	0	0	3.89E-06
Carboxylicivirga	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	6.04E-06	0	0	0	2.76E-06	0	0	6.52E-06	0	0	0
Anaerophaga	0	0	1.78E-06	0	0	2.31E-06	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	2.76E-06	0	0	0	0	0	0
Labilibacter	0	0	1.78E-06	0	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Alkaliflexus	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mangroviflexus	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Tangfeifania	0	0	2.49E-05	0	0	4.61E-06	5.55E-06	7.89E-06	0	0	5.23E-06	0	9.22E-07	0	0	0	0	0	0	2.27E-06	0	4.15E-06	6.04E-06	7.79E-06	2.01E-06	0	4.14E-06	1.66E-06	0	0	0	0	3.89E-06
Meniscus	0	0	1.87E-05	0	0	2.31E-06	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	1.38E-06	0	0	0	3.55E-06	0	3.89E-06
Sunxiuqinia	0	0	3.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-06	0	0	0	0	0	0
Roseimarinus	0	0	8.90E-07	4.75E-06	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	2.01E-06	0	1.38E-06	0	0	0	0	0	0
Microbacter	0	0	1.07E-05	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0	1.30E-05	0	0	0
Salinivirga	0	0	8.90E-07	4.75E-06	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavisolibacter	0	0	5.34E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	3.33E-06	0	0	0	0	0
Terrimonas	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	9.22E-07	3.44E-06	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	1.38E-06	1.66E-06	0	0	0	1.25E-05	0
Taibaiella	0	0	1.78E-06	4.75E-06	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	2.76E-06	3.33E-06	0	0	0	0	0
Cnuella	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	1.22E-05	0	0	0	0	0	2.76E-06	0	0	0	0	0	0
Ferruginibacter	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	5.23E-06	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	3.55E-06	0	0
Parasegetibacter	0	0	8.90E-07	0	0	0	5.55E-06	7.89E-06	9.63E-06	0	0	0	0	0	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	0	0	0
Phaeodactylibacter	0	0	2.67E-06	0	0	4.61E-06	0	0	3.21E-06	1.55E-05	0	0	0	0	4.90E-06	0	0	0	0	2.27E-06	1.22E-05	0	0	1.56E-05	0	0	1.38E-06	0	0	6.52E-06	0	0	0
Lewinella	0	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	4.15E-06	0	0	0	0	1.38E-06	1.66E-06	0	0	3.55E-06	0	0
Rubidimonas	0	0	8.90E-07	0	0	0	5.55E-06	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-06	0	0	0	0	0
Solitalea	0	0	3.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	4.15E-06	0	3.90E-06	0	0	2.76E-06	0	0	0	0	0	0
Lentimicrobium	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ML310M-34	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balneola	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
GBChlB	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	9.22E-07	0	0	5.74E-06	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	3.55E-06	1.25E-05	0
Johnsonella	0	0	3.56E-06	0	0	7.38E-05	0	0	0	0	0	3.54E-06	0	2.07E-05	0	0	1.20E-05	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	1.30E-05	1.07E-05	0	3.89E-06
IncertaeSedis	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-06
Howardella	0	0	8.90E-07	0	0	3.92E-05	0	0	6.42E-06	0	1.05E-05	3.54E-06	0	0	0	0	0	0	0	9.07E-06	1.22E-05	4.15E-06	0	7.40E-05	0	0	5.51E-06	9.98E-06	0	0	3.55E-06	1.25E-05	0
Clostridiumsensustricto11	0	0	3.56E-06	0	0	3.92E-05	0	0	0	0	5.23E-06	0	0	0	9.80E-06	0	0	0	0	0	0	0	0	0	0	0	4.14E-06	1.66E-06	0	0	0	1.25E-05	0
Clostridiumsensustricto5	0	0	8.90E-07	0	0	9.22E-06	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0	2.27E-06	0	4.15E-06	0	0	0	0	1.38E-06	0	0	0	0	0	3.89E-06
Hydrogenoanaerobacterium	0	0	8.90E-06	0	0	6.92E-06	0	0	0	0	0	0	0	0	4.90E-06	5.74E-06	0	0	0	0	0	0	0	1.56E-05	0	2.68E-05	1.38E-06	0	0	1.30E-05	0	0	0
Oscillospira	0	0	7.12E-06	0	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05	2.43E-05	1.66E-05	0	1.17E-05	8.05E-06	1.34E-05	1.52E-05	0	0	1.96E-05	0	0	0
CAG-352	0	0	3.56E-06	0	0	2.31E-06	0	0	3.21E-06	0	0	0	0	0	0	1.72E-05	0	0	4.15E-05	0	0	0	0	0.000299991	0	0	0	0	3.43E-05	3.26E-05	0	0	0
RuminococcaceaeUCG-004	0	0	2.67E-06	9.50E-06	0	2.07E-05	5.55E-06	0	0	0	0	0	1.84E-06	0	0	0	5.98E-06	0	0	6.80E-06	0	3.74E-05	0	7.79E-06	0	8.93E-06	1.38E-05	0	1.71E-05	6.52E-06	0	0	0
Papillibacter	0	0	1.78E-06	0	0	9.22E-06	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
UBA1819	0	0	1.78E-06	0	5.46E-06	3.23E-05	0	0	0	0	0	0	0	0	0	0	5.98E-06	0	8.29E-06	2.27E-06	1.22E-05	0	0	7.79E-06	0	8.93E-06	2.76E-06	1.66E-06	0	1.30E-05	0	0	0
Angelakisella	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harryflintia	0	0	8.90E-07	4.75E-06	0	9.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	8.93E-06	0	0	0	0	3.55E-06	0	0
Fournierella	0	0	8.90E-07	4.75E-06	0	5.76E-05	0	0	0	0	5.23E-06	0	0	0	0	0	5.38E-05	0	0	1.13E-05	0	4.15E-06	0	3.90E-06	0	8.93E-06	6.89E-06	0	0	0	2.84E-05	0	1.17E-05
Ercella	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	3.54E-06	0	0	0	0	1.20E-05	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
RuminococcaceaeUCG-009	0	0	8.90E-07	0	0	3.23E-05	1.11E-05	0	9.63E-06	0	0	0	9.22E-07	0	4.90E-06	0	0	0	1.66E-05	4.08E-05	0	4.15E-06	6.04E-06	1.95E-05	0	1.34E-05	2.62E-05	0	0	6.52E-06	3.55E-06	0	3.89E-06
DTU089	0	0	8.90E-07	0	0	1.84E-05	0	0	0	0	1.05E-05	0	0	0	0	0	0	0	0	2.27E-06	0	4.15E-06	0	0	0	4.46E-06	1.38E-06	0	0	0	3.55E-06	0	0
Gallicola	0	0	2.67E-06	0	0	4.61E-06	0	0	0	0	5.23E-06	0	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	4.46E-06	1.38E-06	0	0	0	0	0	0
Helcococcus	0	0	1.78E-06	0	0	9.22E-06	0	0	3.21E-06	0	5.23E-06	0	0	3.44E-06	0	0	0	0	0	2.27E-06	0	4.15E-06	6.04E-06	0	0	0	4.14E-06	0	0	0	0	0	0
Peptostreptococcus	0	0	3.56E-06	4.75E-06	1.09E-05	2.31E-05	5.55E-06	0	0.000276126	1.55E-05	5.23E-06	0	4.61E-06	3.44E-06	0	0	0	0	0	6.80E-06	0	0	1.21E-05	0	0	0	0.000558351	8.31E-06	0	7.82E-05	0	0	4.67E-05
Anaerovorax	0	0	4.45E-06	4.75E-06	0	3.23E-05	0	0	3.21E-06	0	0	0	0	3.44E-06	0	0	5.98E-06	0	0	4.54E-06	0	2.08E-05	0	0	0	4.46E-06	6.89E-06	3.33E-06	0	6.52E-06	1.42E-05	1.25E-05	0
S5-A14a	0	0	2.67E-06	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	4.14E-06	0	0	0	0	0	0
Catabacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Anaerosolibacter	0	0	8.90E-07	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfitibacter	0	0	1.78E-06	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	7.05E-06	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
SCADC1-2-3	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Eubacterium	0	0	8.90E-07	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0	4.54E-06	0	4.15E-06	0	0	0	0	0	0	0	0	3.55E-06	0	0
Anoxynatronum	0	0	8.90E-07	0	0	0	5.55E-06	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	0
Dethiosulfatibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Clostridiisalibacter	0	0	8.90E-07	0	0	6.92E-06	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	4.46E-06	1.38E-06	0	0	0	0	0	0
Caldanaerobius	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobium	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	0	0	0
Natronovirga	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus	0	0	7.12E-06	4.75E-06	5.46E-06	2.54E-05	0	1.58E-05	6.42E-06	1.55E-05	0	0	9.22E-07	3.44E-06	0	0	5.98E-06	0	8.29E-06	4.54E-06	1.22E-05	8.31E-06	1.21E-05	1.17E-05	0	4.46E-06	4.14E-06	9.98E-06	0	1.30E-05	7.10E-06	1.25E-05	7.79E-06
Jeotgalibaca	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Alloiococcus	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	5.23E-06	0	0	3.44E-06	0	5.74E-06	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	1.30E-05	0	1.25E-05	0
Pilibacter	0	0	8.90E-07	0	5.46E-06	6.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobacillus	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammoniibacillus	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativicoccus	0	0	8.01E-06	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	5.51E-06	0	0	0	0	0	0
Selenomonas1	0	0	8.90E-07	0	0	4.61E-06	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	8.29E-06	4.54E-06	0	2.08E-05	0	0	0	0	1.38E-06	6.65E-06	0	0	0	0	0
Solobacterium	0	0	2.05E-05	4.75E-06	0	4.61E-06	0	0	7.38E-05	0	0	0	0	1.38E-05	0	0	5.98E-06	0	1.66E-05	0	0	1.25E-05	6.04E-06	0	0	0	1.38E-06	0	0	6.52E-06	0	0	0
[Anaerorhabdus]furcosagroup	0	0	2.67E-06	0	0	2.77E-05	0	0	3.21E-06	0	0	0	0	0	0	0	5.98E-06	0	8.29E-06	2.27E-06	0	8.31E-06	0	7.79E-06	0	0	0	0	0	0	3.55E-06	0	3.89E-06
ErysipelotrichaceaeUCG-007	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	3.89E-06
Aestuariibacter	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter	0	0	8.90E-07	0	0	0.000172911	7.22E-05	7.89E-06	1.61E-05	3.10E-05	0	0	3.69E-06	3.44E-06	0	1.15E-05	0	0	8.29E-06	2.27E-06	0	4.15E-06	6.04E-06	1.56E-05	2.01E-06	8.93E-06	6.89E-06	0	1.71E-05	0	3.55E-06	1.25E-05	3.89E-06
Tolumonas	0	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Ramlibacter	0	0	5.34E-06	0	0	0	5.55E-06	5.52E-05	0.000157328	1.55E-05	5.23E-06	0	0	3.44E-06	4.90E-06	5.74E-06	5.98E-06	0	0	0	1.22E-05	1.25E-05	0	0	0	4.46E-06	1.38E-06	0	0	6.52E-06	0	0	0
Polynucleobacter	0	0	1.78E-06	0	5.46E-06	0	0	0	3.21E-06	0	0	3.54E-06	9.22E-07	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	3.33E-06	0	6.52E-06	0	0	7.79E-06
Delftia	0	0	8.90E-07	0	5.46E-06	1.61E-05	4.44E-05	0.000489175	0.001502639	3.10E-05	0	0	0	0	0	0	0	0	0	9.07E-06	3.65E-05	0	0	3.90E-06	8.05E-06	0	8.27E-06	0	0	0	7.10E-06	0	0
Tepidimonas	0	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM43clade	0	0	1.78E-06	0	0	6.92E-06	0	0	6.42E-06	0	0	0	9.22E-07	0	0	0	0	0	0	3.17E-05	1.22E-05	0	0	2.34E-05	0	8.93E-06	2.34E-05	0	0	0	0	0	0
Methyloversatilis	0	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacterium	0	0	8.90E-07	0	0	1.15E-05	0	0	9.63E-06	0	0	3.54E-06	9.22E-07	3.44E-06	0	0	0	0	0	1.13E-05	0	4.15E-06	0	3.90E-06	0	4.46E-06	6.89E-06	0	0	0	3.55E-06	0	0
MND1	0	0	8.90E-07	4.75E-06	0	9.22E-06	0	0	6.42E-06	0	0	0	9.22E-07	0	0	0	0	0	1.66E-05	0	0	0	6.04E-06	0	2.01E-06	4.46E-06	1.38E-06	0	0	6.52E-06	0	0	3.89E-06
endosymbionts	0	0	1.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUP05cluster	0	0	2.67E-06	0	0	2.31E-06	0	0	0	0	1.57E-05	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	3.55E-06	1.25E-05	0
